hessSRR094424,shiSRR873453,stewartERR2027897,stewartERR2027900,stewartERR2027917,hessSRR094417,stewartERR2027930,wallaceERR983267,shiSRR873460,shiSRR873452,stewartERR2027891,wallaceERR983263,shiSRR873606,stewartERR2027921,stewartERR2027890,stewartERR2027903,stewartERR2027904,wallaceERR2027890,shiSRR873603,stewartERR2027895,hessSRR094427,wallaceERR2282092,stewartERR2027928,shiSRR873601,hessSRR094416,wallaceERR983268,stewartERR2027914,stewartERR2027905,wallaceERR983265,shiSRR873461,shiSRR873450,stewartERR2027924,shiSRR873457,stewartERR2027919,stewartERR2027925,stewartERR2027910,shiSRR1267595,stewartERR2027927,shiSRR1222429,shiSRR873463,stewartERR2027894,stewartERR2027899,stewartERR2027920,wallaceERR983264,shiSRR873455,wallaceERR2530126,stewartERR2027915,shiSRR873458,stewartERR2027916,stewartERR2027907,shiSRR873456,stewartERR2027901,hessSRR094403,stewartERR2027913,hessSRR094418,shiSRR873598,shiSRR873465,shiSRR873607,shiSRR873600,hessSRR094428,wallaceERR983269,shiSRR873602,stewartERR2027926,stewartERR2027923,shiSRR873464,shiSRR873608,stewartERR2027908,stewartERR2027893,shiSRR1222431,hessSRR094166,stewartERR2027898,stewartERR2027902,shiSRR873605,stewartERR2027909,stewartERR2027929,shiSRR873454,wallaceERR2530127,wallaceERR983266,shiSRR873595,shiSRR873610,hessSRR094405,wallaceERR983262,wallaceERR2027889,stewartERR2027892,stewartERR2027912,stewartERR2027906,shiSRR873451,hessSRR094419,shiSRR873609,shiSRR873596,stewartERR2027896,stewartERR2027922,stewartERR2027918,stewartERR2027889,shiSRR873462,shiSRR873459,shiSRR873599,stewartERR2027911,hessSRR094415,shiSRR873604,shiSRR873597
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,749.0,0,2397.0,1188.0,0,1220.0,0,0,0,0,0,3465.0,0,3976.0,0,0,1177.0,0,0,0,0,1160.0,0,0,0,973.0,2377.0,0,0,0,0,0,1249.0,0,0,0,829.0,0,1271.0,0,0,1021.0,0,0,0,4061.0,0,3319.0,4738.0,0,0,3027.0,809.0,0,0,3414.0,1197.0,0,3680.0,0,1295.0,0,3079.0,1163.0,0,0,0,0,4937.0,2747.0,0,0,0,0,1207.0,0,0,0,3634.0,3788.0,1675.0,0,0,0,0,0,3474.0,942.0,0,3575.0,5317.0
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,1788.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_185|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,87.0,0,0,0,49.0,0,0,0,0,0,0,0,84.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,0,0,0,81.0,0,0,0,0,1212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0,0,0,112.0,0,0,19.0,0,43.0,0,0,0,101.0,0,0,0,0,19.0,0,0,0,0,0,0,2057.0
MEG_2038|Metals|Copper_resistance|Copper_resistance_protein|COPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,259.0,0,46.0,45.0,39.0,0,44.0,71.0,0,0,0,58.0,0,0,0,31.0,0,0,0,59.0,0,0,0,0,0,45.0,34.0,52.0,0,0,0,0,0,92.0,49.0,199.0,0,53.0,0,0,53.0,72.0,75.0,115.0,0,0,101.0,0,145.0,39.0,0,48.0,0,82.0,0,0,0,0,132.0,159.0,0,0,51.0,0,0,0,0,33.0,0,0,1325.0,86.0,0,45.0,95.0,0,0,82.0,0,0,0,0,115.0,46.0,61.0,42.0,0,0,0,0,48.0,39.0,44.0,115.0,0,0,0,0,0,0,0
MEG_7155|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,179.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,0,0,0,0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,2118.0,0,289.0,384.0,332.0,136.0,198.0,256.0,0,0,113.0,517.0,0,442.0,305.0,211.0,454.0,137.0,0,360.0,605.0,660.0,282.0,0,148.0,342.0,367.0,352.0,229.0,0,0,333.0,0,351.0,296.0,335.0,0,269.0,0,0,267.0,316.0,517.0,434.0,0,348.0,424.0,0,519.0,647.0,0,354.0,129.0,310.0,86.0,0,0,0,0,1990.0,260.0,0,335.0,392.0,0,0,325.0,268.0,28.0,141.0,399.0,347.0,0,454.0,460.0,0,160.0,81.0,0,0,114.0,305.0,378.0,270.0,400.0,402.0,0,623.0,0,226.0,511.0,290.0,209.0,378.0,0,0,0,418.0,148.0,0,0
MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5165.0
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,10545.0,0,3731.0,0,3507.0,995.0,3426.0,4200.0,0,0,2417.0,4171.0,9073.0,5385.0,3310.0,5164.0,4569.0,1524.0,3638.0,2810.0,0,13361.0,3624.0,15862.0,0,4514.0,0,0,0,0,0,3659.0,0,4706.0,0,0,8199.0,3800.0,0,0,0,4917.0,4422.0,5845.0,0,0,4176.0,0,5386.0,0,0,0,0,4380.0,0,17138.0,0,14017.0,19488.0,0,3603.0,13319.0,0,3466.0,0,16008.0,3493.0,2315.0,16172.0,999.0,4700.0,4017.0,14313.0,5491.0,5872.0,0,0,2988.0,25092.0,14741.0,0,3160.0,4130.0,3466.0,0,0,0,0,15838.0,18264.0,6748.0,0,2234.0,4130.0,0,0,14712.0,3746.0,0,14716.0,22298.0
MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0,0,2906.0,3336.0,2824.0,0,2661.0,3175.0,0,0,1844.0,0,7179.0,0,2682.0,3386.0,5209.0,0,2605.0,0,0,11714.0,3196.0,11630.0,0,0,3746.0,4550.0,0,0,0,3781.0,0,3383.0,2845.0,2925.0,5722.0,3289.0,0,0,4996.0,6817.0,0,9264.0,0,0,0,0,3840.0,5762.0,0,0,0,3386.0,0,11280.0,0,11029.0,13483.0,0,0,9770.0,0,2970.0,0,11801.0,3737.0,2720.0,11993.0,0,0,3104.0,10722.0,0,3453.0,0,4158.0,2607.0,17759.0,10418.0,0,3713.0,0,4729.0,0,3883.0,0,0,11665.0,14634.0,5392.0,2809.0,0,0,0,0,9872.0,3053.0,0,12415.0,13745.0
MEG_2474|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6628|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3988|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,41730.0,0,27699.0,28664.0,32361.0,6680.0,28683.0,31090.0,0,0,16119.0,32634.0,94103.0,45853.0,27077.0,34318.0,43702.0,13230.0,29748.0,21670.0,0,90296.0,28429.0,150845.0,6358.0,38013.0,38601.0,31998.0,14108.0,0,0,38626.0,0,41349.0,30270.0,35080.0,76344.0,33749.0,1002.0,0,31704.0,42221.0,40854.0,53257.0,0,31125.0,39229.0,0,46599.0,55141.0,0,26844.0,6496.0,37002.0,6329.0,136702.0,0,147534.0,166913.0,37097.0,27195.0,123362.0,28265.0,31133.0,0,135591.0,36205.0,25538.0,148377.0,6584.0,56595.0,34169.0,138410.0,43138.0,48301.0,0,23018.0,28023.0,180769.0,125681.0,6635.0,21785.0,29044.0,33437.0,42432.0,27858.0,0,0,156048.0,157041.0,51880.0,34293.0,21996.0,29044.0,0,0,135895.0,33252.0,6827.0,146589.0,186048.0
MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4750|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432.0
MEG_2469|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3865|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7532|Drugs|Glycopeptides|VanG-type_resistance_protein|VANTG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,0,0,0,0,0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,44.0,0,173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6997|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,2271.0,0,418.0,889.0,348.0,0,205.0,167.0,0,0,138.0,405.0,0,594.0,279.0,70.0,284.0,129.0,0,313.0,516.0,0,228.0,0,48.0,281.0,299.0,564.0,433.0,0,0,247.0,0,221.0,159.0,203.0,0,232.0,0,0,370.0,4701.0,330.0,322.0,0,0,490.0,0,494.0,331.0,0,187.0,41.0,385.0,35.0,0,0,0,0,1502.0,234.0,0,191.0,231.0,0,0,178.0,243.0,0,0,401.0,311.0,0,127.0,383.0,0,0,88.0,184.0,0,0,145.0,371.0,480.0,391.0,79.0,0,742.0,0,0,391.0,213.0,102.0,371.0,0,0,0,536.0,66.0,0,0
MEG_6633|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,4364.0,0,0,0,0,0,0,0,0,0,15658.0,0,0,4872.0,15084.0,0,4398.0,0,0,18515.0,0,18975.0,0,0,0,0,0,0,0,0,0,0,0,0,15773.0,5348.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16248.0,0,12890.0,20550.0,0,0,12441.0,0,0,0,15115.0,0,0,16015.0,0,4877.0,0,16316.0,0,0,0,0,0,17254.0,15477.0,0,0,0,0,0,0,0,0,18209.0,16740.0,7277.0,0,0,0,0,0,17187.0,0,0,18095.0,18717.0
MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9699.0
MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,287.0,0,35.0,0,0,0,0,0,0,0,0,0,0,40.0,31.0,0,35.0,0,0,33.0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,60.0,33.0,107.0,0,30.0,0,0,51.0,50.0,50.0,94.0,0,0,0,0,76.0,0,0,37.0,0,52.0,0,0,0,0,93.0,222.0,0,0,0,0,0,0,61.0,21.0,0,0,534.0,65.0,0,28.0,52.0,0,0,62.0,0,0,0,0,75.0,31.0,41.0,0,0,0,0,0,0,0,0,75.0,0,0,0,0,0,0,0
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0
MEG_3863|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,166.0,0,0,0,0,0,0,0,0,0,0,0,29.0,92.0,0,0,0,0,0,0,0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7226|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3695.0,0,123.0,290.0,109.0,202.0,115.0,102.0,0,0,75.0,122.0,0,108.0,99.0,89.0,338.0,56.0,0,115.0,965.0,303.0,55.0,0,171.0,105.0,78.0,506.0,56.0,0,0,55.0,0,103.0,82.0,173.0,0,97.0,0,0,637.0,379.0,51.0,626.0,0,0,59.0,0,118.0,325.0,0,127.0,214.0,94.0,208.0,0,0,0,0,3387.0,100.0,0,120.0,64.0,0,0,744.0,91.0,0,218.0,226.0,264.0,0,149.0,82.0,0,59.0,72.0,0,0,201.0,447.0,99.0,664.0,168.0,205.0,0,958.0,0,0,217.0,121.0,45.0,99.0,0,0,0,176.0,253.0,0,0
MEG_1288|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,7298.0,0,3892.0,3620.0,3546.0,0,4206.0,3532.0,0,0,2407.0,3799.0,9662.0,4772.0,4751.0,4644.0,10259.0,2255.0,0,4639.0,0,11023.0,3722.0,19999.0,883.0,4198.0,5129.0,11845.0,0,0,0,5345.0,0,4740.0,4263.0,4520.0,9846.0,4544.0,0,0,10477.0,8967.0,4953.0,9663.0,0,5883.0,3926.0,0,5411.0,5863.0,0,6642.0,0,4459.0,0,21950.0,0,14085.0,21473.0,6624.0,2740.0,14061.0,3333.0,4319.0,0,14646.0,5324.0,5902.0,13872.0,876.0,6507.0,4464.0,13252.0,4718.0,4792.0,0,6301.0,3770.0,22488.0,13182.0,0,3741.0,3418.0,10100.0,4581.0,6735.0,0,0,15028.0,17206.0,6814.0,3595.0,3360.0,3418.0,0,0,15235.0,3819.0,907.0,14315.0,26549.0
MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,744.0,0,90.0,33.0,40.0,81.0,0,0,0,0,0,0,0,23.0,67.0,0,40.0,28.0,0,14.0,185.0,71.0,0,0,61.0,0,28.0,18.0,0,0,0,29.0,0,28.0,18.0,17.0,0,0,0,0,27.0,22.0,0,63.0,0,0,0,0,29.0,94.0,0,0,88.0,19.0,46.0,0,0,0,0,667.0,0,0,37.0,0,0,0,0,30.0,0,65.0,0,0,52.0,43.0,23.0,0,0,0,0,0,50.0,0,0,0,0,33.0,0,187.0,0,0,156.0,44.0,0,0,0,0,0,35.0,77.0,0,0
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190.0,0,0,0,0,0,0,0,1591.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2760|Drugs|MLS|23S_rRNA_methyltransferases|ERM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7206|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,706.0,0,0,0,0,0,0,0,0,0,0,179.0,0,0,0,0,0,0,0,0,306.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0,0,574.0,0,0,0,0,0,112.0,0,0,0,0,0,0,0,0,0,687.0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6963|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,0,0,0,0,4909.0,0,5186.0,5328.0,0,0,0,0,21584.0,7414.0,5360.0,7351.0,9432.0,0,7169.0,4589.0,0,17106.0,5348.0,33831.0,0,0,6326.0,0,0,0,0,7621.0,0,5484.0,5096.0,5062.0,21288.0,5889.0,0,0,4090.0,0,7810.0,7621.0,0,0,5239.0,0,7442.0,0,0,0,0,5568.0,0,36129.0,0,27089.0,43659.0,0,0,26715.0,4508.0,6034.0,0,26519.0,6746.0,5635.0,25994.0,0,11090.0,6279.0,25951.0,9746.0,6349.0,0,0,4308.0,39559.0,24052.0,0,0,5265.0,4391.0,6161.0,0,0,0,27603.0,29852.0,7160.0,5123.0,0,5265.0,0,0,24790.0,5822.0,0,30667.0,52067.0
MEG_2467|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,7630.0,0,3800.0,3599.0,3543.0,0,4011.0,3559.0,0,0,2321.0,3747.0,9716.0,4622.0,4670.0,4758.0,8786.0,2227.0,3831.0,4072.0,0,10416.0,3659.0,20054.0,0,4277.0,4873.0,8865.0,1488.0,0,0,5359.0,0,4712.0,4224.0,4258.0,9779.0,4450.0,0,0,8086.0,7460.0,4950.0,8781.0,0,0,3981.0,0,5140.0,5698.0,0,5727.0,0,4263.0,0,22788.0,0,14411.0,22123.0,6586.0,2711.0,14611.0,3299.0,4006.0,0,14959.0,5165.0,5725.0,14367.0,0,6111.0,4279.0,13187.0,4521.0,4646.0,0,5593.0,3718.0,23409.0,13164.0,837.0,3582.0,3343.0,7541.0,4451.0,5773.0,0,0,15268.0,17710.0,6908.0,3699.0,3587.0,3343.0,0,0,15713.0,3671.0,0,13863.0,26949.0
MEG_6993|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,374.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,21.0,0,19.0,0,0,0,0,0,0,0,0,0,0,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,129.0,0,0,0,0,0,0,0,0,0,0,0,0,0
